_id,forId,rendimiento,costo,emplatado,autor,revisor,nota1,nota2,nota3,nota4,nota5,nota6,nota7,nota8,nota9,nota10,actualizacion,proces1,proces2,proces3,proces4,proces5,proces6,proces7,proces8,proces9,proces10,proces11,proces12,proces13,proces14,proces15,proces16,proces17,proces18,proces19,proces20,item1_Id,item1_Cuantity_Units,item2_Id,item2_Cuantity_Units,item3_Id,item3_Cuantity_Units,item4_Id,item4_Cuantity_Units,item5_Id,item5_Cuantity_Units,item6_Id,item6_Cuantity_Units,item7_Id,item7_Cuantity_Units,item8_Id,item8_Cuantity_Units,item9_Id,item9_Cuantity_Units,item10_Id,item10_Cuantity_Units,item11_Id,item11_Cuantity_Units,item12_Id,item12_Cuantity_Units,item13_Id,item13_Cuantity_Units,item14_Id,item14_Cuantity_Units,item15_Id,item15_Cuantity_Units,item16_Id,item16_Cuantity_Units,item17_Id,item17_Cuantity_Units,item18_Id,item18_Cuantity_Units,item19_Id,item19_Cuantity_Units,item20_Id,item20_Cuantity_Units,item21_Id,item21_Cuantity_Units,item22_Id,item22_Cuantity_Units,item23_Id,item23_Cuantity_Units,item24_Id,item24_Cuantity_Units,item25_Id,item25_Cuantity_Units,item26_Id,item26_Cuantity_Units,item27_Id,item27_Cuantity_Units,item28_Id,item28_Cuantity_Units,item29_Id,item29_Cuantity_Units,item30_Id,item30_Cuantity_Units,producto_interno1_Id,producto_interno1_Cuantity_Units,producto_interno2_Id,producto_interno2_Cuantity_Units,producto_interno3_Id,producto_interno3_Cuantity_Units,producto_interno4_Id,producto_interno4_Cuantity_Units,producto_interno5_Id,producto_interno5_Cuantity_Units,producto_interno6_Id,producto_interno6_Cuantity_Units,producto_interno7_Id,producto_interno7_Cuantity_Units,producto_interno8_Id,producto_interno8_Cuantity_Units,producto_interno9_Id,producto_interno9_Cuantity_Units,producto_interno10_Id,producto_interno10_Cuantity_Units,producto_interno11_Id,producto_interno11_Cuantity_Units,producto_interno12_Id,producto_interno12_Cuantity_Units,producto_interno13_Id,producto_interno13_Cuantity_Units,producto_interno14_Id,producto_interno14_Cuantity_Units,producto_interno15_Id,producto_interno15_Cuantity_Units,producto_interno16_Id,producto_interno16_Cuantity_Units,producto_interno17_Id,producto_interno17_Cuantity_Units,producto_interno18_Id,producto_interno18_Cuantity_Units,producto_interno19_Id,producto_interno19_Cuantity_Units,producto_interno20_Id,producto_interno20_Cuantity_Units,legacyName,ProcessTime
1b64755d-79b4-4166-ac6d-a61a9fd7772d,6dc204f5-e399-4d54-9a1c-0d88a11c65b4,"{""porcion"":""1"",""cantidad"":""380"",""unidades"":""ml""}","{""vIB"":5394,""pIB"":0.49,""vCMP"":3596,""pCMPInicial"":0.4,""pCMPReal"":0.37,""PPVii"":9709,""costoTiempo"":0}",,Autor por defecto,Revisor por defecto,,,,,,,,,,,2025-01-24,Agregar 10 g del saborizante seleccionado (FRUTOS ROJOS / LIMON-ROMERO / NARANJA-PANELA) en el fondo del vaso,Con ayuda de una cuchara esparcir el saborizante indicado por las paredes internas del vaso.,Verter hielo hasta el tope del vaso.,Verter la cantidad de soda indicada (verificando que no se rebase el vaso).,Verter 20 gr restante del saborizante seleccionado.,,,,,,,,,,,,,,,,d519abaa-ff80-407e-9a7c-56c2e6127016,"{""metric"":{""cuantity"":""1"",""units"":""ml""}}",503f05fa-fc9b-4618-9824-b0c4b7cf65ef,"{""metric"":{""cuantity"":""180"",""units"":""gr""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f6dc8ba-0218-4467-b5ac-7d921ad4bf71,"{""metric"":{""cuantity"":""30"",""units"":""ml""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soda naranja & panela,
1e1a3e07-0f04-4adc-b706-f12df09b323d,03cbb93b-ed79-4846-9935-50f11c6bd8a6,"{""porcion"":"""",""cantidad"":"""",""unidades"":""""}","{""vIB"":8651,""pIB"":0.53,""vCMP"":4658,""pCMPInicial"":0.35,""pCMPReal"":0.32,""PPVii"":14374,""costoTiempo"":0}",,Autor por defecto,Revisor por defecto,,,,,,,,,,,2025-01-19,,,,,,,,,,,,,,,,,,,,,0a21d35a-695a-4be0-9afd-17354327fb27,"{""metric"":{""cuantity"":""1"",""units"":""gr""}}",e885259a-746a-41b0-8354-5b72f9a837b5,"{""metric"":{""cuantity"":""2"",""units"":""un""}}",d4b37f34-7d6c-40c2-8313-9612d5603d8a,"{""metric"":{""cuantity"":""15"",""units"":""un""}}",2124a1a6-35b1-4440-9703-5c125181e6ad,"{""metric"":{""cuantity"":""20"",""units"":""gr""}}",1d70ef99-118d-4e6b-86f6-d11ca096be9d,"{""metric"":{""cuantity"":""25"",""units"":""gr""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sánduche de huevo,
1e81978a-d926-4621-a564-fc542ea8f896,b283afb8-82a5-4c8d-9d58-9c634cfd1b7a,"{""porcion"":1,""cantidad"":380,""unidades"":""ml""}",8470,Vaso de vidrio alto octogonal con un contraste de salsa de chocolate en las paredes internas.,NaN,NaN,Calentar la cuchara con agua caliente para facilitar la extracción del helado.,La leche debe ser fría o a temperatura ambiente.,Licuar a velocidad baja para obtener una textura cremosa.,,,,,,,,2025-01-16,Buscar la licuadora y agregar los 280 g de helado de vainilla.,Agregar los 80 ml de leche fría y licuar un poco para obtener una base uniforme.,Añadir los 5 g de café instantáneo a la mezcla y continuar licuando hasta obtener la bebida final.,,,,,,,,,,,,,,,,,,8a791f8b-b790-4f2b-97ed-66cbed589e25,"{""metric"":{""cuantity"":5,""units"":""g""}}",2814aebd-7069-4d7b-b1b1-dc8da5ca518f,"{""metric"":{""cuantity"":280,""units"":""g""}}",7b9e1e0b-d5d4-4853-8142-44b520be00c2,"{""metric"":{""cuantity"":80,""units"":""ml""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malteada de café,
1edf9b5c-e6db-4764-8194-2fee75fb1543,2ff185df-51a3-484a-8f03-aea3973878fa,"{""porcion"":1,""cantidad"":300,""unidades"":""ml""}","{""vIB"":4913,""pIB"":0.53,""vCMP"":2646,""pCMPInicial"":0.35,""pCMPReal"":0.32,""PPVii"":8164}",Vaso de vidrio largo y liso.,NaN,NaN,Reactivar la emulsión de la espuma de café antes de usarla para obtener una textura cremosa.,,,,,,,,,,2025-01-16,Cubrir las paredes del vaso con espuma de café utilizando una batidora manual.,Añadir hielo sin remover la decoración.,Agregar 200 ml de leche fría.,Añadir 35 gr de espuma de café encima y decorar con espresso en polvo y dos granitos de café.,,,,,,,,,,,,,,,,,e335c3ee-97b7-474b-8a84-d8fac7030e31,"{""metric"":{""cuantity"":""210"",""units"":""ml""}}",,,503f05fa-fc9b-4618-9824-b0c4b7cf65ef,"{""metric"":{""cuantity"":""100"",""units"":""gr""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d6c6c29-2760-4c98-972a-97c1366ad280,"{""metric"":{""cuantity"":""50"",""units"":""NaN""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latte espuma de café,
2033bfcd-028f-4473-b630-0d642d98d483,e33021f4-579b-40ca-be83-273297acf620,"{""porcion"":"""",""cantidad"":"""",""unidades"":""""}",,,Autor por defecto,Revisor por defecto,,,,,,,,,,,2025-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tortilla española,10
22cae1e2-39bd-4121-a9c5-453057d06b92,d9f463dd-585b-487a-831c-5a5ae5b8a159,"{""porcion"":"""",""cantidad"":"""",""unidades"":""""}","{""vIB"":7285,""pIB"":0.44,""vCMP"":4756,""pCMPInicial"":0.35,""pCMPReal"":0.32,""PPVii"":14676,""costoTiempo"":1547.2500000000002}",,Autor por defecto,Revisor por defecto,,,,,,,,,,,2025-10-02,,,,,,,,,,,,,,,,,,,,,e885259a-746a-41b0-8354-5b72f9a837b5,"{""metric"":{""cuantity"":2,""units"":""un""}}",818e1345-bc56-4211-b881-9c847d5040d5,"{""metric"":{""cuantity"":1,""units"":""srv""}}",746d4f86-bde8-46a7-a582-e6dc4d4b38e4,"{""metric"":{""cuantity"":2,""units"":""gr""}}",0a21d35a-695a-4be0-9afd-17354327fb27,"{""metric"":{""cuantity"":1,""units"":""un""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e3d6cdb-e0a9-41f5-a096-f42f6cdebb9e,"{""metric"":{""cuantity"":5,""units"":""gr""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tostadas de aguacate y huevo,5
23180fc2-c339-405d-9bcd-6180e50d7142,dbc87b6e-cbd9-4b0b-af8b-d85aed8716dd,"{""porcion"":1,""cantidad"":280,""unidades"":""ml""}",,Vaso de vidrio alto liso.,NaN,NaN,"Para la versión caliente, agregar la miel a la mezcla, revolver y completar con más agua caliente. Servir en una taza alta recta beige con borde dorado.",,,,,,,,,,2024-08-24,"En la jarra espumadora pequeña, agregar el té instantáneo, el agua caliente y 8 arándanos.",Macerar los arándanos y revolver la mezcla.,Dejar reposar la mezcla durante 3 minutos para extraer los sabores.,"Filtrar la mezcla con un colador de tela, asegurándose de escurrir bien los arándanos.","Decorar el vaso con miel, llenarlo con hielo y verter la mezcla.",Completar con agua si es necesario y decorar con los arándanos restantes.,,,,,,,,,,,,,,,,,99c28780-3c91-4def-97d0-34cd35607630,"{""metric"":{""cuantity"":10,""units"":""und""},""imperial"":{""cuantity"":null,""units"":null},""legacyName"":""Arandanos Azules""}",f37b23a5-bac9-4e89-8dc1-87d516ab5cb9,"{""metric"":{""cuantity"":15,""units"":""g""},""imperial"":{""cuantity"":null,""units"":null},""legacyName"":""Miel de abeja""}",,,503f05fa-fc9b-4618-9824-b0c4b7cf65ef,"{""metric"":{""cuantity"":180,""units"":""g""},""imperial"":{""cuantity"":null,""units"":null},""legacyName"":""Hielo""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Té negro arándanos & miel,
242cefec-f776-4cd3-b9c2-42bc112c1f5e,8debd1ac-54e4-4e63-93aa-73821cd01254,"{""porcion"":"""",""cantidad"":"""",""unidades"":""""}",,,Autor por defecto,Revisor por defecto,,,,,,,,,,,2025-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Torta de Almojábana,
296b20c8-d5c4-45e8-81b6-f795fd9b3bdb,481d6823-29ea-4a98-bb02-89e7b3feac97,"{""porcion"":1,""cantidad"":30,""unidades"":""ml""}","{""vIB"":1179,""pIB"":0.53,""vCMP"":635,""pCMPInicial"":0.35,""pCMPReal"":0.32,""PPVii"":1959,""costoTiempo"":0}",Pocillo pequeño blanco,Alejandro,Melisa,"Antes de agregar el café a la canasta del portafiltros, este debe estar limpio y seco.","Al momento de tampear, adoptar una postura óptima, con la muñeca recta y el codo formando 90 grados.","La caída del espresso debe ser lenta y constante, asemejándose a una cola de ratón, delgada y larga.","La crema debe ser sedosa, ligera y brillante, con sabores balanceados y un aroma suave y dulce.",,,,,,,2025-01-20,Buscar el portafiltros sencillo y tarar hasta tener 8-9 g en la cesta.,"Tampear de manera uniforme el café, obteniendo una superficie plana y uniforme.","Purgar la ducha del grupo de la máquina, para evitar extracción de café viejo.","Extraer el espresso durante 20 segundos, obteniendo 30ml.",La cantidad de la bebida final debe ser 30ml.,,,,,,,,,,,,,,,,789b3603-5bac-4a97-9afa-9a57a4cf42ff,"{""metric"":{""cuantity"":""8"",""units"":""gr""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espresso,
29b92e76-3d68-4e38-a814-f841ea6e411d,3f5d73af-70a9-4ce2-862c-bf8caf450c99,"{""porcion"":""1"",""cantidad"":""210"",""unidades"":""ml""}","{""vIB"":1113,""pIB"":0.41,""vCMP"":1113,""pCMPInicial"":0.5,""pCMPReal"":0.46,""PPVii"":2403}",,Autor por defecto,Revisor por defecto,,,,,,,,,,,2025-01-16,Preparar un espresso doble y verter en la taza blanca alta (taza alta beige con borde dorado).,"Llenar la taza con agua caliente, hasta arriba pero no hasta el tope, dejar alrededor de 1 cm.",,,,,,,,,,,,,,,,,,,789b3603-5bac-4a97-9afa-9a57a4cf42ff,"{""metric"":{""cuantity"":""14"",""units"":""gr""}}",2c8c89ed-3f0d-4a1d-a6a4-36c1f2c3fc3d,"{""metric"":{""cuantity"":""0.2"",""units"":""li""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Americano,
2bac2938-6e4d-47a9-a829-dcf2459a13ef,fb88202b-b0a9-4d30-8588-c800093ab3f3,"{""porcion"":"""",""cantidad"":"""",""unidades"":""""}",,,Autor por defecto,Revisor por defecto,,,,,,,,,,,2025-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croissant de queso,
30499a44-29d1-4035-bb6f-95955b26a057,a8973ba1-aac2-4f78-b6ba-2814c35551c0,"{""porcion"":""1"",""cantidad"":""210"",""unidades"":""ml""}","{""vIB"":null,""pIB"":null,""vCMP"":4273,""pCMPInicial"":0.35,""pCMPReal"":0.32,""PPVii"":13185,""costoTiempo"":null}",,Autor por defecto,Revisor por defecto,,,,,,,,,,,2025-01-20,,,,,,,,,,,,,,,,,,,,,2814aebd-7069-4d7b-b1b1-dc8da5ca518f,"{""metric"":{""cuantity"":""80"",""units"":""NaN""}}",789b3603-5bac-4a97-9afa-9a57a4cf42ff,"{""metric"":{""cuantity"":""14"",""units"":""gr""}}",baeb8e5f-fa29-43c2-9fb8-d59df7a990e5,"{""metric"":{""cuantity"":""20"",""units"":""gr""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Café Opera,
306b473f-85bc-40f5-a1c1-77ea4ed577ca,042d6434-f65c-48f1-b053-79f16a2db42c,"{""porcion"":1,""cantidad"":80,""unidades"":""ml""}","{""vIB"":2582,""pIB"":0.53,""vCMP"":1390,""pCMPInicial"":0.35,""pCMPReal"":0.32,""PPVii"":4290,""costoTiempo"":0}",Vaso cristal pequeño de doble pared.,Alejandro,Melisa,Verter primero la leche condensada para lograr la división de densidades.,,,,,,,,,,2025-01-18,Verter la leche condensada en el vaso de cristal de doble pared.,Extraer el espresso doble encima de la leche condensada.,,,,,,,,,,,,,,,,,,,789b3603-5bac-4a97-9afa-9a57a4cf42ff,"{""metric"":{""cuantity"":16,""units"":""gr""}}",29cba610-5751-4b8c-9a9e-8083b012dfee,"{""metric"":{""cuantity"":30,""units"":""gr""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombom,5
3c4ed275-1c40-44c5-8bbe-e6c2eef2d933,ffe5d477-f546-47cf-aec7-18d61f6362e5,"{""porcion"":""1"",""cantidad"":""1"",""unidades"":""Vaso""}","{""vIB"":3934,""pIB"":0.49,""vCMP"":2622,""pCMPInicial"":0.4,""pCMPReal"":0.37,""PPVii"":7080,""costoTiempo"":0}",,Autor por defecto,Revisor por defecto,,,,,,,,,,,2025-01-20,"Verter 35 g de milo, 5 g de azúcar y la leche.",Mezclar todos los ingredientes en la licuadora y mezclarlos en una velocidad baja.,Verter la mezcla (MILO) en el vaso indicado.,Agregar hielos en el vaso indicado y rellenarlos con leche o bebida vegetal.,,,,,,,,,,,,,,,,,c1752614-7232-4f3f-adcd-746c725c2b53,"{""metric"":{""cuantity"":""30"",""units"":""gr""}}",e335c3ee-97b7-474b-8a84-d8fac7030e31,"{""metric"":{""cuantity"":""80"",""units"":""ml""}}",97078d2c-a430-4b33-8f64-3cc34302716f,"{""metric"":{""cuantity"":""20"",""units"":""gr""}}",503f05fa-fc9b-4618-9824-b0c4b7cf65ef,"{""metric"":{""cuantity"":""100"",""units"":""gr""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milo,
40e05b6b-f0bf-42af-82df-9e4cb99fce33,7be9649f-8912-43f3-a2c5-965ab84d521f,"{""porcion"":"""",""cantidad"":"""",""unidades"":""""}","{""vIB"":3912,""pIB"":0.16,""vCMP"":15648,""pCMPInicial"":0.8,""pCMPReal"":0.74,""PPVii"":21125,""costoTiempo"":0}",,Autor por defecto,Revisor por defecto,,,,,,,,,,,2025-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cdad3871-12fd-4506-b362-7279ccda40bb,"{""metric"":{""cuantity"":""220"",""units"":""gr""}}",0cef00d3-5e33-4ed6-a41f-7f29ca5bf9a2,"{""metric"":{""cuantity"":""125"",""units"":""gr""}}",e668df03-1f26-40d1-91af-7bb98a1d318d,"{""metric"":{""cuantity"":""150"",""units"":""gr""}}",94a61874-3a91-457e-b0e4-d9b49da5e6c3,"{""metric"":{""cuantity"":""75"",""units"":""gr""}}",8b9a49c8-a023-44c3-a0e2-11d326f57588,"{""metric"":{""cuantity"":""75"",""units"":""gr""}}",2a834f55-1e6b-415c-bad4-34215dec37ab,"{""metric"":{""cuantity"":""300"",""units"":""ml""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,CERDO_CAÑON DE CERDO RELLENO,
45d9df11-afb2-4e35-8c38-55b978535183,5c3736db-f757-4f50-893d-b8915f84f027,"{""porcion"":""1"",""cantidad"":""NaN"",""unidades"":""ml""}","{""vIB"":2868,""pIB"":0.49,""vCMP"":1912,""pCMPInicial"":0.4,""pCMPReal"":0.37,""PPVii"":5162}",Vaso de vidrio octogonal.,NaN,NaN,"El orden es importante: primero el hielo, luego el Cold Brew, y al final el té verde instantáneo.",,,,,,,,,,2025-01-16,Llenar el vaso octogonal con hielo hasta el tope.,Verter 150 ml de Cold Brew en el vaso con hielo.,Preparar el té verde instantáneo: 25 gr de té verde instantáneo con 50 ml de agua caliente.,Verter 50 ml de té verde instantáneo en el vaso.,Verter el té con una cuchara para crear capas de densidades.,Decorar con cítricos deshidratados.,,,,,,,,,,,,,,,503f05fa-fc9b-4618-9824-b0c4b7cf65ef,"{""metric"":{""cuantity"":200,""units"":""gr""}}",b2b17470-4b45-4937-9d2d-2e9a6f999d49,"{""metric"":{""cuantity"":""20"",""units"":""gr""}}",b2b17470-4b45-4937-9d2d-2e9a6f999d49,"{""metric"":{""cuantity"":""20"",""units"":""gr""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2902683e-275f-4f09-9a1d-b41c70a03f66,"{""metric"":{""cuantity"":150,""units"":""ml""},""imperial"":{""cuantity"":null,""units"":null},""legacyName"":""COLD BREW BASE""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold brew té verde,
496dba66-0625-4449-aa61-c3cfe67d0b87,dd0411ca-a74d-4d8f-acfd-e1f80196beed,"{""porcion"":1,""cantidad"":190,""unidades"":""ml""}","{""vIB"":1809,""pIB"":0.41,""vCMP"":1809,""pCMPInicial"":0.5,""pCMPReal"":0.46,""PPVii"":3908}",Taza alta beige.,Alejandro,Melisa,"Antes de agregar el café, el portafiltros debe estar limpio y seco.","Al tampear, adoptar una postura óptima con la muñeca recta y el codo formando 90 grados.",,,,,,,,,2025-01-16,Extraer el espresso doble en la taza alta beige.,Añadir 10 ml de salsa de caramelo al espresso y mezclar.,"Se texturizan con poco aire 140 ml de leche con los 10 ml de caramelo restantes, manteniendo muy homogénea la leche.","Mantener muy homogénea la leche y el café durante el vertido, arte latte opcional, pero por la textura del latte el más posible.",,,,,,,,,,,,,,,,,789b3603-5bac-4a97-9afa-9a57a4cf42ff,"{""metric"":{""cuantity"":16,""units"":""gr""}}",7b9e1e0b-d5d4-4853-8142-44b520be00c2,"{""metric"":{""cuantity"":140,""units"":""ml""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caro-chino,
4a2117ba-bfd8-4b04-a3f0-253f7aa6ad10,fc06c527-a915-4b25-8325-ada39a7abdbc,"{""porcion"":"""",""cantidad"":"""",""unidades"":""""}","{""vIB"":null,""pIB"":null,""vCMP"":7935,""pCMPInicial"":0.35,""pCMPReal"":0.32,""PPVii"":24486,""costoTiempo"":null}",,Autor por defecto,Revisor por defecto,,,,,,,,,,,2025-09-06,,,,,,,,,,,,,,,,,,,,,789b3603-5bac-4a97-9afa-9a57a4cf42ff,"{""metric"":{""cuantity"":""100"",""units"":""gr""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cafe 100,
4aa37801-444d-46d4-916f-980cbef10778,e5458a1a-438e-4354-b374-17683512fff8,"{""porcion"":""1"",""cantidad"":""50"",""unidades"":""ml""}","{""vIB"":2063,""pIB"":0.53,""vCMP"":1111,""pCMPInicial"":0.35,""pCMPReal"":0.32,""PPVii"":3428,""costoTiempo"":0}",,Autor por defecto,Revisor por defecto,,,,,,,,,,,2025-01-20,Buscar el portafiltros dobles y con la gramera medir 14g en la cesta.,"Tampear de manera uniforme el café, obteniendo una superficie plana y uniforme.","Purgar la ducha del grupo de la máquina, para evitar extracción de café viejo, y obtener un espresso en las mejores condiciones.",Extraer el espresso durante 14-20 segundos.,La cantidad de la bebida final debe estar dentro de un rango de 45 a 50 ml.,,,,,,,,,,,,,,,,789b3603-5bac-4a97-9afa-9a57a4cf42ff,"{""metric"":{""cuantity"":""14"",""units"":""gr""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espresso doble,
4aa9a6bb-7bc0-4952-bce3-ee40eff1882f,0c6a6571-1cf1-4e35-98d2-18fa20b74ee9,"{""porcion"":""1"",""cantidad"":""220"",""unidades"":""ml""}","{""vIB"":null,""pIB"":null,""vCMP"":201641,""pCMPInicial"":0.35,""pCMPReal"":0.32,""PPVii"":622207,""costoTiempo"":null}",,Autor por defecto,Revisor por defecto,,,,,,,,,,,2025-02-26,,,,,,,,,,,,,,,,,,,,,6c6662cd-9cb4-4a15-ba0e-e34d40f37b20,"{""metric"":{""cuantity"":""75"",""units"":""gr""}}",d519abaa-ff80-407e-9a7c-56c2e6127016,"{""metric"":{""cuantity"":""75"",""units"":""un""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tinto de Verano,
4b651cd2-dff0-4cf9-aec4-de4f8d64dbc0,6cb22f56-357b-477e-9486-8827fafe60ed,"{""porcion"":1,""cantidad"":280,""unidades"":""ml""}",,Vaso de vidrio alto liso.,NaN,NaN,"Para la versión caliente, agregar más agua caliente a la mezcla y servir en una taza alta recta beige con borde dorado.",,,,,,,,,,2025-01-16,"En la jarra espumadora pequeña, agregar el té instantáneo, el agua caliente y la miel.",Dejar reposar durante 3 minutos mientras se revuelve para integrar bien la miel.,"Llenar el vaso de vidrio con hielo, agregando la ralladura de limón de a poquitos mientras se intercala con la mezcla.",Completar con agua si es necesario y decorar con cítricos deshidratados.,,,,,,,,,,,,,,,,,f37b23a5-bac9-4e89-8dc1-87d516ab5cb9,"{""metric"":{""cuantity"":20,""units"":""g""}}",503f05fa-fc9b-4618-9824-b0c4b7cf65ef,"{""metric"":{""cuantity"":180,""units"":""g""}}",f37b23a5-bac9-4e89-8dc1-87d516ab5cb9,"{""metric"":{""cuantity"":20,""units"":""g""},""imperial"":{""cuantity"":null,""units"":null},""legacyName"":""Miel de abeja""}",503f05fa-fc9b-4618-9824-b0c4b7cf65ef,"{""metric"":{""cuantity"":180,""units"":""g""},""imperial"":{""cuantity"":null,""units"":null},""legacyName"":""Hielo""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Té verde limón & miel,
4c2c3692-a5a5-4132-831a-8d3819491f2d,67fee953-f7bd-4a79-bb08-3269c18889eb,"{""porcion"":"""",""cantidad"":"""",""unidades"":""""}","{""vIB"":733,""pIB"":0.38,""vCMP"":239,""pCMPInicial"":0.15,""pCMPReal"":0.14,""PPVii"":1717,""costoTiempo"":618.9000000000001}",,Autor por defecto,Revisor por defecto,,,,,,,,,,,2025-10-02,,,,,,,,,,,,,,,,,,,,,ae87e7d4-ad0a-4d3d-b0bd-9705a3279b85,"{""metric"":{""cuantity"":50,""units"":""gr""}}",6ea51224-266d-4bde-b882-5c0b2b095b7f,"{""metric"":{""cuantity"":20,""units"":""gr""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adicion Michelado,2
4fecdb7d-e371-457b-91c4-6c96faf0d8c9,36258094-727d-4f92-9c4a-abd653dd4b0b,"{""porcion"":"""",""cantidad"":"""",""unidades"":""""}","{""vIB"":3451,""pIB"":0.49,""vCMP"":2301,""pCMPInicial"":0.4,""pCMPReal"":0.37,""PPVii"":6212}",,Autor por defecto,Revisor por defecto,,,,,,,,,,,2025-01-16,Llenar el vaso octogonal con hielo hasta el tope.,Verter la cantidad indicada de COLD BREW indicada en el vaso con hielo.,"Verter la cantidad indicada de JARABE DE PANELA-NARANJA en el vaso. ","El jarabe PANELA-NARANJA se debe verter con la con una cuchara, con esto se logra separar por capas las densidades de la bebida.",Al terminar la bebida se decora con cítricos deshidratados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2902683e-275f-4f09-9a1d-b41c70a03f66,"{""metric"":{""cuantity"":""210"",""units"":""ml""}}",5f6dc8ba-0218-4467-b5ac-7d921ad4bf71,"{""metric"":{""cuantity"":""35"",""units"":""ml""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold brew naranja & panela,
